,IncidentFromDate,PRCP,OffenseCode,Offense Description,CaseStatus,LocationLandmark
11643,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Folwer Street between Bobby Dodd Way and Fourth Street
11644,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Undergraduate Living Center
11645,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,North Avenue Apartments  191  Z2
11646,2014,0.0,2901,Damage to Property – Business,Inactive,Clough Undergraduate Learning Center
11647,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Folk Residence Hall
11648,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
11649,2014,0.0,8399,,Closed/Cleared,Phi Mu Sorority
11650,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Techwood Drive @ Fourth Street
11651,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Kappa Sigma Fraternity   311   Z1
11652,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Kappa Sigma Fraternity   311   Z1
11653,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Folwer Street between Bobby Dodd Way and Fourth Street
11654,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Undergraduate Living Center
11655,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,North Avenue Apartments  191  Z2
11656,2014,0.0,2901,Damage to Property – Business,Inactive,Clough Undergraduate Learning Center
11657,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Folk Residence Hall
11658,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center   166   Z2
11659,2014,0.0,8399,,Closed/Cleared,Phi Mu Sorority
11660,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Techwood Drive @ Fourth Street
11661,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Kappa Sigma Fraternity   311   Z1
11662,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Kappa Sigma Fraternity   311   Z1
11663,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Folwer Street between Bobby Dodd Way and Fourth Street
11664,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Undergraduate Living Center
11665,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,North Avenue Apartments  191  Z2
11666,2014,0.0,2901,Damage to Property – Business,Inactive,Clough Undergraduate Learning Center
11667,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Folk Residence Hall
11668,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11669,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11670,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11671,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11672,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11673,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11674,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11675,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11676,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11677,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11678,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11679,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11680,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11681,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11682,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11683,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11684,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11685,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11686,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11687,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11688,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11689,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11690,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11691,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11692,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11693,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11694,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11695,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11696,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11697,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11698,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11699,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11700,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11701,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11702,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11703,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11704,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11705,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11706,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11707,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11708,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11709,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11710,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11711,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11712,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11713,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11714,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Price Gibert Memorial Library
11715,2014,0.0,2699,Fraudulent Activity Offense Free ,Inactive,
11716,2014,0.0,2308,Larceny – From Building,Inactive,Ford Environmental Science & Technology  147  Z1
11717,2014,0.0,2308,Larceny – From Building,Closed/Cleared,Brittain Dining Hall
11718,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11719,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11720,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11721,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11722,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11723,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11724,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11725,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11726,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11727,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11728,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11729,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11730,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11731,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11732,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11733,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11734,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11735,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11736,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11737,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11738,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11739,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11740,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11741,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11742,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11743,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11744,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11745,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11746,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11747,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11748,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11749,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11750,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11751,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11752,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11753,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11754,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11755,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11756,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11757,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11758,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11759,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11760,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11761,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11762,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11763,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11764,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11765,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11766,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11767,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11768,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11769,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11770,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11771,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11772,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11773,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11774,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11775,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11776,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11777,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11778,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11779,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11780,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11781,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11782,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11783,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11784,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11785,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11786,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11787,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11788,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11789,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11790,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11791,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11792,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11793,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11794,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11795,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11796,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11797,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11798,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11799,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11800,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11801,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11802,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11803,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11804,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11805,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11806,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11807,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11808,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11809,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Clough Undergraduate Learning Center
11810,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11811,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Health Center   177   Z4
11812,2014,0.0,2305,Larceny – Articles from Vehicle,Inactive,Research Administrtion Building
11813,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Tenth Street NW @ Fowler Street NW
11814,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Student Services Building   123   Z3
11815,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"North Avenue, NW at Techwood Drive, NW"
11816,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Cloudman Residence Hall
11817,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Merrits Avenue, NW @ McAfee Street, NW"
11818,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Technology Square Research Parking Deck
11819,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Hemphill Avenue, NW & Ferst Drive, NW"
11820,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,"Ferst Drive, NW & Atlantic Drive, NW"
11821,2014,0.0,9999,Non-Crime (not reported to state),Inactive,Beringause Building
11822,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11823,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11824,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11825,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11826,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11827,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11828,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11829,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11830,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11831,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11832,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11833,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11834,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11835,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11836,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11837,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11838,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11839,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11840,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11841,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11842,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11843,2014,0.0,2317,Larceny – Bicycle,Inactive,Global Learning Center   170   Z2
11844,2014,0.0,2903,Damage to Property – Public,Inactive,North Avenue Apartments  191  Z2
11845,2014,0.0,3512,Heroin – Possession Of,Closed/Cleared,"610 Spring Street, NW"
11846,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11847,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11848,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11849,2014,0.0,1313,Simple Assault/Battery,Inactive,
11850,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11851,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11852,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11853,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11854,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11855,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11856,2014,0.0,1313,Simple Assault/Battery,Inactive,
11857,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11858,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11859,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11860,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11861,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11862,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11863,2014,0.0,1313,Simple Assault/Battery,Inactive,
11864,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11865,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11866,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11867,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11868,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11869,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11870,2014,0.0,1313,Simple Assault/Battery,Inactive,
11871,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11872,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11873,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11874,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11875,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11876,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11877,2014,0.0,1313,Simple Assault/Battery,Inactive,
11878,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11879,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11880,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11881,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11882,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11883,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11884,2014,0.0,1313,Simple Assault/Battery,Inactive,
11885,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11886,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11887,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11888,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11889,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11890,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11891,2014,0.0,1313,Simple Assault/Battery,Inactive,
11892,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11893,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11894,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11895,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11896,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11897,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11898,2014,0.0,1313,Simple Assault/Battery,Inactive,
11899,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11900,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11901,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11902,2014,0.0,2317,Larceny – Bicycle,Closed/Cleared,Love Manufacturing Building   144   Z3
11903,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,Boggs Building Lot (North)
11904,2014,0.0,5499,Traffic Offense (describe offense),Closed/Cleared,"10th Street, NW @ Northside Drive, NW"
11905,2014,0.0,1313,Simple Assault/Battery,Inactive,
11906,2014,0.0,3532,Cocaine – Possession of,Closed/Cleared,"North Avenue, NW @ State Street, NW"
11907,2014,0.0,2605,Fraud – Illegal Use of Credit/Financial Transaction Cards,Inactive,Sherman Oaks Bank of America
11908,2014,0.0,2317,Larceny – Bicycle,Inactive,Van Leer Electrical Engineering Building   85  Z3
11909,2014,0.0,2314,Larceny – Of Government Property,Inactive,"Sixth Street, Nw at McMillan Street, NW"
11910,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Peters Parking Deck
11911,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Caldwell Residence Hall
11912,2014,0.0,2308,Larceny – From Building,Inactive,Sigma Nu Fraternity   325   Z2
11913,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
11914,2014,0.0,2903,Damage to Property – Public,Inactive,Maulding Residence Hall
11915,2014,0.0,2399,Larceny Offense Free Text,Closed/Cleared,Fowler Street @ Fourth Street
11916,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Way & Power Plant Substation Drive
11917,2014,0.0,2314,Larceny – Of Government Property,Inactive,"Sixth Street, Nw at McMillan Street, NW"
11918,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Peters Parking Deck
11919,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Caldwell Residence Hall
11920,2014,0.0,2308,Larceny – From Building,Inactive,Sigma Nu Fraternity   325   Z2
11921,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Family Apartments
11922,2014,0.0,2903,Damage to Property – Public,Inactive,Maulding Residence Hall
11923,2014,0.0,2399,Larceny Offense Free Text,Closed/Cleared,Fowler Street @ Fourth Street
11924,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Bobby Dodd Way & Power Plant Substation Drive
11925,2014,0.0,2314,Larceny – Of Government Property,Inactive,"Sixth Street, Nw at McMillan Street, NW"
11926,2014,0.0,4104,Liquor – Possession Of,Closed/Cleared,Peters Parking Deck
11927,2014,0.0,9999,Non-Crime (not reported to state),Closed/Cleared,Caldwell Residence Hall
11928,2014,0.0,2308,Larceny – From Building,Inactive,Sigma Nu Fraternity   325   Z2
